x,y,z
12.828,46.039,-40
12.829,45.924,1
12.829,45.942,7
12.829,46.165,-104
12.829,46.166,-2
12.831,45.941,0
12.831,46.032,-104
12.831,46.04,-3
12.831,46.165,53
12.832,46.201,0
12.833,46.036,1
12.833,46.17,-48
12.834,46.16,14
12.834,46.161,8
12.834,46.162,7
12.834,46.199,0
12.835,45.957,1
12.835,46.039,5
12.835,46.041,0
12.835,46.199,1
12.836,45.945,1
12.837,45.769,1
12.837,45.771,5
12.837,45.776,1
12.837,45.942,-1
12.837,45.943,-103
12.837,45.956,-3
12.838,45.774,0
12.838,45.941,1
12.838,46.042,36
12.839,45.771,-1
12.839,45.942,0
12.84,45.924,3
12.841,45.953,-34
12.841,45.954,-1
12.841,45.955,6
12.842,45.757,-1
12.842,45.924,1
12.842,45.955,-68
12.842,45.956,42
12.842,45.957,12
12.842,45.958,0
12.842,45.963,5
12.843,45.956,9
12.843,45.957,-104
12.843,45.958,3
12.843,45.964,5
12.844,45.956,-17
12.845,45.773,0
12.846,46.001,-103
12.847,45.913,-1
12.847,45.957,1
12.848,45.87,-1
12.848,45.915,75
12.848,45.956,2
12.848,45.961,3
12.848,46.044,11
12.848,46.397,8
12.849,45.912,-2
12.849,45.998,-3
12.85,45.775,1
12.85,45.896,-104
12.85,45.931,2
12.85,45.963,-2
12.851,45.745,0
12.851,45.909,2
12.851,46.046,7
12.852,45.908,0
12.852,45.913,9
12.852,45.915,6
12.852,46.047,1
12.852,46.552,-107
12.853,45.896,1
12.853,45.912,-20
12.853,45.915,-4
12.853,45.925,5
12.853,45.957,-1
12.853,45.995,2
12.853,46.048,1
12.853,46.553,10
12.854,45.589,1
12.854,45.897,-1
12.854,45.915,6
12.854,46.047,1
12.854,46.549,6
12.855,45.914,-105
12.855,45.915,4
12.855,45.916,5
12.855,45.999,1
12.856,45.913,-11
12.856,45.915,-79
12.856,45.916,1
12.856,45.917,1
12.856,46.05,-1
12.856,46.546,-1
12.857,45.911,1
12.857,45.912,2
12.857,45.913,39
12.857,45.914,3
12.857,45.915,-28
12.857,45.918,2
12.858,45.911,-1
12.858,45.914,-3
12.858,45.916,-1
12.858,45.918,5
12.859,45.82,0
12.859,45.867,1
12.859,45.91,0
12.859,45.915,2
12.859,46.005,0
12.859,46.506,0
12.859,46.509,-3
12.86,45.867,-104
12.86,45.868,1
12.86,45.913,1
12.86,45.915,1
12.86,46.005,-2
12.86,46.501,1
12.86,46.504,-2
12.861,45.87,0
12.861,45.913,33
12.861,45.916,-1
12.861,45.919,0
12.861,45.959,7
12.861,45.996,-104
12.861,46.197,-2
12.861,46.198,2
12.861,46.499,-2
12.861,46.504,-1
12.861,46.51,-2
12.862,45.916,3
12.862,45.96,0
12.862,45.961,10
12.862,46.492,1
12.863,45.869,0
12.863,45.874,1
12.863,45.96,8
12.863,45.996,-72
12.863,46.009,1
12.864,45.768,-2
12.864,45.909,-1
12.864,45.911,7
12.864,45.918,-1
12.864,45.959,6
12.864,45.96,27
12.864,46.015,-104
12.864,46.021,-1
12.865,45.908,-1
12.865,45.909,12
12.865,45.989,2
12.865,45.997,-1
12.865,46.484,-216
12.865,46.488,3
12.866,45.904,0
12.866,45.917,75
12.866,45.989,0
12.866,45.992,-17
12.866,46.107,-104
12.866,46.195,5
12.866,46.394,-104
12.867,45.919,3
12.867,45.992,2
12.867,46.014,-4
12.867,46.134,7
12.867,46.196,0
12.867,46.481,-9
12.867,46.511,0
12.867,46.513,-1
12.867,46.516,1
12.868,45.919,-17
12.868,45.92,-2
12.868,46.014,0
12.868,46.045,-104
12.868,46.198,6
12.868,46.481,-2
12.868,46.514,-14
12.868,46.515,-104
12.869,45.943,1
12.869,46.046,2
12.869,46.135,7
12.87,45.943,4
12.87,46.045,1
12.87,46.135,2
12.87,46.195,-4
12.87,46.435,-104
12.871,45.921,0
12.871,45.94,-4
12.871,45.941,-3
12.871,45.942,1
12.871,45.943,0
12.871,46.085,1
12.871,46.196,-104
12.871,46.197,-2
12.871,46.434,1
12.872,45.897,1
12.872,45.92,-1
12.872,45.938,-3
12.872,45.939,0
12.872,45.942,-3
12.872,45.964,-2
12.872,46.021,0
12.872,46.136,13
12.873,45.896,6
12.873,45.925,0
12.873,45.926,48
12.873,45.939,-1
12.873,45.948,2
12.873,45.959,3
12.873,46.011,0
12.873,46.084,1
12.873,46.129,0
12.873,46.131,1
12.874,45.897,2
12.874,45.902,9
12.874,45.914,-1
12.874,45.924,-1
12.874,45.925,6
12.874,46.11,2
12.874,46.138,0
12.874,46.14,2
12.874,46.182,2
12.874,46.183,2
12.875,45.923,9
12.875,45.945,9
12.875,45.946,1
12.875,46.043,1
12.875,46.137,1
12.875,46.518,6
12.876,45.918,0
12.876,45.919,18
12.876,45.924,1
12.876,45.939,2
12.876,45.94,-11
12.876,45.949,-1
12.877,45.919,1
12.877,45.941,12
12.877,45.947,0
12.877,45.949,13
12.877,46.046,1
12.877,46.137,1
12.878,45.939,-13
12.878,45.943,2
12.878,45.947,2
12.878,45.989,-3
12.878,46.11,0
12.879,45.94,10
12.879,45.963,2
12.879,46.113,-1
12.879,46.184,0
12.879,46.41,-110
12.88,45.842,1
12.88,45.845,13
12.88,45.847,-17
12.88,45.887,-1
12.88,45.925,1
12.88,45.94,-5
12.88,45.948,-1
12.88,45.964,1
12.881,45.847,-1
12.881,45.848,1
12.881,45.886,0
12.881,45.942,-7
12.881,45.945,37
12.881,45.95,13
12.881,45.951,18
12.882,45.597,3
12.882,45.848,-176
12.882,45.85,-1
12.882,45.852,-1
12.882,45.858,8
12.882,45.886,7
12.882,45.938,1
12.882,45.945,2
12.882,45.949,1
12.882,45.963,1
12.882,46.124,0
12.882,46.185,1
12.883,45.827,3
12.883,45.864,7
12.883,45.936,123
12.883,45.94,1
12.883,45.944,27
12.883,45.947,2
12.883,45.948,6
12.883,45.95,5
12.884,45.86,1
12.884,45.94,1
12.884,45.95,1
12.884,46.126,-10
12.885,45.842,1
12.885,45.86,-2
12.885,45.875,1
12.885,45.94,-3
12.885,45.947,2
12.885,45.95,2
12.885,46.112,1
12.886,45.875,-109
12.886,45.948,-3
12.886,46.063,1
12.886,46.11,23
12.886,46.161,2
12.887,45.855,1
12.887,45.944,18
12.887,46.066,1
12.887,46.116,2
12.887,46.123,0
12.887,46.124,33
12.887,46.151,11
12.887,46.153,0
12.888,45.941,8
12.888,45.942,0
12.888,45.952,-4
12.888,46.112,7
12.888,46.117,-2
12.889,45.857,14
12.889,45.939,-1
12.889,45.94,-1
12.889,46.118,-2
12.889,46.13,5
12.889,46.151,11
12.89,45.938,4
12.89,46.111,3
12.89,46.117,48
12.89,46.118,-2
12.89,46.141,34
12.89,46.162,-104
12.891,46.066,3
12.891,46.118,0
12.891,46.154,0
12.892,46.409,-1
12.893,45.965,0
12.893,45.966,1
12.893,46.112,0
12.893,46.163,0
12.894,46.105,0
12.894,46.106,0
12.894,46.108,1
12.896,45.778,-1
12.896,46.061,0
12.896,46.114,1
12.896,46.206,3
12.898,45.842,10
12.898,46.111,-2
12.899,46.11,0
12.899,46.111,2
12.899,46.112,2
12.899,46.117,20
12.899,46.165,11
12.9,46.104,-1
12.9,46.105,1
12.9,46.107,-6
12.9,46.11,-6
12.9,46.111,10
12.9,46.112,-35
12.9,46.113,-48
12.9,46.12,-1
12.901,46.104,-3
12.901,46.11,1
12.901,46.111,2
12.901,46.112,1
12.902,45.779,-1
12.902,46.104,2
12.902,46.105,-2
12.902,46.109,35
12.902,46.11,-46
12.902,46.111,-176
12.902,46.112,3
12.902,46.134,10
12.903,46.11,1
12.903,46.111,-1
12.903,46.113,1
12.903,46.2,-104
12.905,46.102,75
12.905,46.104,-5
12.906,46.111,4
12.913,46.418,1
12.915,46.192,-1
12.915,46.418,1
12.916,46.229,2
12.917,46.41,-1
12.917,46.412,1
12.917,46.415,75
12.918,46.168,-104
12.918,46.23,-104
12.919,45.857,11
12.919,46.411,9
12.92,46.409,14
12.92,46.41,9
12.92,46.411,-2
12.921,46.409,9
12.921,46.411,0
12.921,46.417,86
12.922,46.408,6
12.922,46.416,-40
12.922,46.525,-104
12.923,46.413,-2
12.923,46.526,7
12.924,46.415,0
12.924,46.416,-16
12.924,46.525,11
12.925,45.859,-1
12.925,46.415,-104
12.926,45.857,1
12.926,45.86,-1
12.927,45.984,-1
12.929,45.859,-104
12.929,45.86,-2
12.93,45.859,-40
12.931,45.857,-2
12.931,45.862,0
12.931,46.414,1
12.933,45.86,-16
12.933,45.985,6
12.933,46.414,73
12.933,46.423,-101
12.935,45.989,10
12.936,45.865,2
12.936,45.964,11
12.936,45.965,11
12.936,46.31,0
12.937,46.086,43
12.938,46.078,2
12.938,46.079,1
12.938,46.084,1
12.938,46.086,-104
12.938,46.087,0
12.94,45.994,-2
12.94,46.228,-107
12.941,46.085,4
12.941,46.182,48
12.942,45.993,-1
12.943,45.926,-108
12.944,45.928,0
12.944,46.181,0
12.944,46.183,1
12.945,45.929,-5
12.945,46.183,-104
12.946,46.183,24
12.95,45.916,-1
12.951,45.927,-1
12.954,46.21,-1
12.955,45.932,0
12.955,45.965,6
12.955,46.211,-1
12.956,45.964,-2
12.956,46.215,-1
12.957,46.214,2
12.957,46.215,1
12.958,46.12,-104
12.959,45.963,2
12.959,46.114,0
12.959,46.115,1
12.959,46.116,4
12.959,46.117,2
12.959,46.119,2
12.96,45.965,1
12.96,46.116,3
12.96,46.119,-3
12.96,46.121,-1
12.961,46.116,1
12.961,46.179,7
12.961,46.188,0
12.962,46.116,18
12.963,45.965,8
12.963,46.004,0
12.964,45.966,7
12.964,46.002,-104
12.964,46.184,4
12.965,45.966,-1
12.965,46.225,6
12.966,45.965,75
12.967,45.965,48
12.968,45.967,-1
12.969,45.966,0
12.969,45.987,1
12.969,46.13,0
12.969,46.224,-104
12.97,45.967,1
12.97,46.017,0
12.971,45.966,32
12.971,45.967,5
12.971,46.017,6
12.971,46.038,1
12.971,46.134,-96
12.971,46.179,0
12.972,45.949,-1
12.972,45.95,26
12.972,45.967,1
12.972,45.976,4
12.972,45.987,1
12.973,45.783,1
12.973,45.957,2
12.973,45.96,0
12.973,45.962,1
12.973,45.978,0
12.973,45.979,14
12.973,46.128,2
12.973,46.13,2
12.973,46.134,-1
12.974,45.961,0
12.974,45.962,2
12.974,46.129,1
12.975,45.948,0
12.975,45.957,-1
12.975,45.961,0
12.975,45.962,-1
12.975,45.966,-3
12.976,45.961,2
12.976,45.963,-2
12.976,45.964,42
12.976,45.968,1
12.976,45.97,1
12.976,46.014,-5
12.976,46.133,-2
12.976,46.143,9
12.976,46.384,4
12.977,45.96,6
12.977,45.961,6
12.977,45.962,-38
12.977,45.964,0
12.977,45.965,-1
12.977,46.014,-121
12.977,46.143,9
12.977,46.146,2
12.977,46.174,-104
12.978,45.956,9
12.978,45.961,-77
12.978,45.962,-5
12.978,45.97,-48
12.978,46.014,1
12.978,46.143,-1
12.978,46.149,4
12.979,45.956,4
12.979,45.961,-1
12.979,45.962,-10
12.979,45.963,-2
12.979,45.969,-2
12.979,46.06,-1
12.979,46.085,1
12.979,46.177,-104
12.979,46.178,-4
12.98,45.956,-10
12.98,45.961,15
12.98,45.963,-1
12.98,46.1,-1
12.981,45.963,1
12.981,46.055,0
12.981,46.175,-1
12.982,45.963,0
12.982,46.02,-14
12.982,46.147,3
12.982,46.382,-2
12.983,45.96,40
12.983,45.961,3
12.983,46.147,3
12.984,45.863,-1
12.984,45.959,2
12.984,46.059,-104
12.984,46.102,2
12.984,46.147,3
12.985,45.886,-2
12.985,45.96,-4
12.985,45.97,1
12.985,45.971,0
12.986,45.961,-8
12.986,45.97,1
12.986,46.166,0
12.987,45.959,0
12.987,45.964,-1
12.987,45.965,-3
12.987,45.97,75
12.987,45.972,-6
12.987,46.166,36
12.987,46.528,-97
12.988,45.887,-3
12.988,45.964,-3
12.988,45.965,3
12.988,45.971,0
12.988,45.972,-1
12.988,46.016,1
12.988,46.085,-104
12.989,45.946,-1
12.989,45.97,2
12.989,45.971,5
12.989,46.085,-41
12.989,46.151,2
12.99,45.877,43
12.99,45.887,-105
12.99,45.954,0
12.99,45.958,1
12.99,45.971,8
12.99,46.028,18
12.99,46.082,-2
12.99,46.387,-6
12.99,46.468,1
12.99,46.51,-7
12.99,46.512,109
12.99,46.513,0
12.991,45.791,0
12.991,45.876,35
12.991,45.879,-8
12.991,45.88,-6
12.991,45.962,-6
12.991,46.388,-1
12.991,46.513,-104
12.992,45.788,0
12.992,45.876,2
12.992,45.878,-2
12.992,45.879,1
12.992,45.957,2
12.992,45.974,6
12.992,45.976,1
12.992,45.977,0
12.992,46.388,3
12.993,45.779,9
12.993,45.973,19
12.993,45.976,-1
12.993,46.151,4
12.993,46.172,-1
12.994,45.777,-17
12.994,45.778,-4
12.994,45.782,-98
12.994,45.877,-2
12.994,45.953,1
12.994,45.976,0
12.995,45.776,7
12.995,45.777,0
12.995,45.778,-95
12.995,45.779,-1
12.995,45.781,0
12.995,45.784,4
12.995,45.809,-104
12.995,45.875,2
12.995,45.973,-8
12.995,45.975,0
12.995,45.976,2
12.995,46.15,-7
12.995,46.511,0
12.995,46.512,8
12.996,45.775,2
12.996,45.776,-3
12.996,45.777,-2
12.996,45.778,-68
12.996,45.779,-67
12.996,45.785,-1
12.996,45.807,-30
12.996,45.828,3
12.996,45.973,10
12.996,45.976,1
12.996,46.164,4
12.996,46.188,6
12.996,46.509,1
12.997,45.767,1
12.997,45.773,10
12.997,45.774,1
12.997,45.775,2
12.997,45.776,5
12.997,45.778,-40
12.997,45.779,1
12.997,45.975,2
12.997,46.113,0
12.997,46.152,-1
12.997,46.513,3
12.997,46.526,2
12.997,46.527,10
12.998,45.772,0
12.998,45.775,1
12.998,45.777,75
12.998,45.778,41
12.998,46.112,2
12.998,46.151,1
12.998,46.51,5
12.999,45.78,-2
12.999,45.783,-1
12.999,46.166,-2
13.0,45.775,2
13.0,45.778,-19
13.0,45.779,-1
13.0,45.78,6
13.0,45.781,0
13.0,45.783,7
13.0,45.803,0
13.0,45.874,12
13.0,45.965,0
13.001,45.781,0
13.001,46.158,-72
13.002,45.783,-1
13.002,45.917,1
13.003,45.769,-2
13.003,45.771,2
13.003,46.113,6
13.003,46.162,-2
13.003,46.163,33
13.004,45.775,48
13.004,45.784,1
13.004,45.97,-2
13.004,46.112,0
13.004,46.153,8
13.004,46.155,1
13.004,46.162,75
13.005,45.767,-48
13.005,45.784,75
13.005,45.909,2
13.005,46.147,-1
13.005,46.159,-1
13.005,46.398,0
13.005,46.402,1
13.006,45.767,3
13.006,45.819,61
13.006,46.146,0
13.006,46.153,-2
13.006,46.157,-3
13.006,46.404,0
13.006,46.582,12
13.007,45.964,2
13.007,45.965,-104
13.007,46.145,-5
13.007,46.146,0
13.007,46.148,-2
13.007,46.151,1
13.007,46.152,2
13.007,46.164,8
13.007,46.405,8
13.008,46.144,-1
13.008,46.148,17
13.008,46.15,0
13.008,46.151,0
13.008,46.152,-3
13.008,46.156,1
13.008,46.397,48
13.008,46.4,-3
13.009,45.786,4
13.009,46.144,1
13.009,46.152,5
13.009,46.153,1
13.009,46.154,1
13.009,46.157,8
13.009,46.16,-4
13.009,46.165,13
13.009,46.193,2
13.009,46.4,0
13.009,46.403,1
13.009,46.404,-2
13.009,46.521,3
13.01,45.788,1
13.01,45.948,0
13.01,46.084,20
13.01,46.113,-1
13.01,46.155,20
13.01,46.157,8
13.01,46.158,16
13.01,46.159,-3
13.01,46.16,-45
13.01,46.407,-1
13.01,46.409,1
13.011,46.147,1
13.011,46.159,3
13.011,46.16,-21
13.011,46.161,8
13.011,46.226,0
13.011,46.399,-34
13.011,46.405,-105
13.011,46.408,74
13.011,46.409,-3
13.012,45.948,4
13.012,46.158,1
13.012,46.16,-106
13.012,46.161,4
13.012,46.402,0
13.012,46.406,10
13.012,46.408,0
13.012,46.413,7
13.013,45.813,-1
13.013,45.956,-2
13.013,46.152,0
13.013,46.155,1
13.013,46.405,1
13.013,46.406,112
13.013,46.407,8
13.013,46.408,0
13.013,46.41,5
13.013,46.414,2
13.013,46.528,2
13.013,46.555,-72
13.014,46.112,-104
13.014,46.17,17
13.014,46.406,-17
13.014,46.407,-5
13.014,46.409,0
13.015,46.112,-4
13.015,46.404,5
13.015,46.406,-111
13.015,46.407,-5
13.015,46.415,0
13.015,46.489,12
13.015,46.528,0
13.015,46.53,1
13.016,45.898,-1
13.016,46.096,92
13.016,46.156,-2
13.016,46.396,4
13.016,46.405,17
13.016,46.406,-1
13.016,46.415,1
13.016,46.416,0
13.016,46.53,0
13.016,46.531,0
13.016,46.532,-104
13.017,46.403,0
13.017,46.404,1
13.017,46.405,3
13.017,46.416,2
13.017,46.417,-1
13.017,46.53,-59
13.017,46.531,0
13.018,45.793,4
13.018,45.973,36
13.018,46.096,-104
13.018,46.133,1
13.018,46.226,0
13.018,46.399,3
13.018,46.403,15
13.018,46.404,0
13.018,46.417,-6
13.018,46.477,15
13.018,46.481,0
13.018,46.528,2
13.019,45.794,12
13.019,46.1,2
13.019,46.403,0
13.019,46.404,-1
13.019,46.418,1
13.019,46.484,1
13.019,46.487,0
13.02,45.771,2
13.02,45.788,0
13.02,45.798,2
13.02,46.166,1
13.02,46.167,4
13.02,46.418,1
13.02,46.419,-3
13.02,46.477,2
13.02,46.529,1
13.021,45.793,-3
13.021,45.795,9
13.021,46.125,-1
13.021,46.419,1
13.021,46.42,0
13.021,46.477,4
13.022,45.796,34
13.022,46.395,0
13.022,46.433,-104
13.023,46.06,32
13.023,46.098,1
13.023,46.477,2
13.024,45.977,1
13.024,46.071,-1
13.024,46.472,-2
13.025,46.112,-1
13.025,46.125,19
13.025,46.391,-5
13.025,46.396,-18
13.025,46.397,-21
13.025,46.472,-104
13.026,46.099,1
13.026,46.388,9
13.026,46.389,-9
13.026,46.395,1
13.026,46.398,-5
13.026,46.461,-104
13.026,46.472,10
13.027,46.387,-29
13.027,46.394,1
13.027,46.456,9
13.028,45.821,-1
13.028,46.39,1
13.028,46.397,1
13.029,46.39,-1
13.029,46.391,0
13.029,46.393,-2
13.029,46.396,4
13.03,45.754,1
13.03,46.026,7
13.03,46.387,1
13.03,46.39,9
13.03,46.392,1
13.03,46.394,33
13.03,46.396,0
13.031,45.752,-2
13.031,46.126,18
13.031,46.389,9
13.031,46.392,-2
13.031,46.395,1
13.032,45.755,-2
13.032,46.389,11
13.032,46.39,-4
13.032,46.391,4
13.032,46.393,0
13.032,46.394,-2
13.033,45.753,-1
13.033,46.022,1
13.033,46.389,1
13.033,46.39,3
13.035,45.751,-2
13.035,46.39,-1
13.035,46.427,2
13.035,46.458,0
13.036,45.746,-1
13.036,45.747,23
13.036,46.142,3
13.036,46.388,0
13.039,45.943,12
13.039,46.368,-2
13.04,45.795,1
13.041,46.369,-104
13.042,45.873,-104
13.042,45.876,-1
13.042,46.049,2
13.043,45.877,4
13.046,45.725,1
13.047,43.04,1
13.047,45.635,17
13.047,45.636,0
13.048,45.723,-2
13.048,45.944,0
13.05,45.863,65
13.05,46.121,-2
13.051,45.942,-104
13.051,45.943,-4
13.051,46.183,-1
13.052,46.183,-1
13.052,46.187,-1
13.052,46.195,2
13.053,45.944,0
13.053,46.173,1
13.053,46.175,0
13.053,46.317,-104
13.054,45.95,0
13.054,45.951,-2
13.054,46.174,-1
13.054,46.186,-3
13.055,46.178,0
13.055,46.179,1
13.055,46.427,1
13.056,45.95,-1
13.056,45.951,0
13.056,46.119,-1
13.056,46.177,1
13.056,46.178,-1
13.056,46.181,3
13.057,45.639,0
13.057,45.856,1
13.057,46.088,-1
13.057,46.178,1
13.057,46.43,-1
13.058,45.854,-104
13.058,46.047,-100
13.058,46.181,1
13.058,46.182,0
13.059,45.642,0
13.059,45.943,6
13.059,45.952,-1
13.059,46.191,-6
13.061,45.638,0
13.061,45.642,16
13.061,45.763,13
13.061,46.054,-1
13.061,46.181,0
13.061,46.183,1
13.061,46.186,48
13.062,45.636,3
13.062,46.185,-7
13.062,46.197,0
13.064,46.052,0
13.066,45.657,0
13.066,45.971,6
13.066,46.044,-1
13.067,45.69,2
13.067,45.694,3
13.067,45.695,6
13.067,46.043,1
13.067,46.091,3
13.067,46.171,1
13.067,46.174,0
13.067,46.181,0
13.067,46.221,27
13.068,45.691,1
13.068,46.184,-16
13.068,46.185,24
13.069,45.658,-1
13.069,46.089,0
13.069,46.171,1
13.069,46.184,-104
13.069,46.192,-1
13.069,46.277,1
13.069,46.369,-1
13.07,45.671,0
13.07,45.971,3
13.07,46.183,-3
13.07,46.185,-4
13.07,46.283,1
13.07,46.37,-1
13.071,45.692,-19
13.071,45.803,0
13.071,46.369,-6
13.072,45.693,1
13.073,45.733,2
13.073,46.115,1
13.073,46.145,1
13.073,46.237,2
13.073,46.371,1
13.074,46.233,-1
13.074,46.275,6
13.074,46.368,6
13.074,46.37,2
13.075,45.803,-2
13.075,46.283,4
13.075,46.368,75
13.075,46.369,9
13.076,45.683,45
13.076,46.233,-5
13.076,46.371,122
13.076,46.483,5
13.077,45.769,-1
13.077,45.788,28
13.077,45.803,1
13.077,46.239,-1
13.077,46.282,-104
13.077,46.369,3
13.077,46.37,2
13.077,46.371,12
13.078,45.788,-17
13.078,45.79,-3
13.078,45.805,-17
13.078,46.282,-4
13.078,46.369,5
13.078,46.37,20
13.079,45.791,-104
13.079,45.806,-40
13.079,46.258,-27
13.079,46.259,5
13.079,46.281,0
13.079,46.368,-4
13.079,46.369,12
13.08,45.663,8
13.08,46.111,0
13.08,46.235,-2
13.08,46.257,1
13.081,45.804,43
13.081,45.805,-104
13.081,46.121,-2
13.082,43.481,4
13.082,46.112,-1
13.082,46.118,-58
13.082,46.25,6
13.082,46.327,-1
13.083,45.784,-1
13.083,46.1,1
13.083,46.231,1
13.083,46.25,0
13.083,46.255,-104
13.083,46.256,-19
13.084,46.105,40
13.084,46.113,-105
13.084,46.115,-117
13.084,46.23,-2
13.084,46.257,1
13.085,45.662,2
13.085,46.099,-2
13.085,46.111,-3
13.085,46.113,-14
13.085,46.127,1
13.085,46.229,2
13.085,46.231,1
13.085,46.249,-20
13.086,46.097,0
13.086,46.098,9
13.086,46.1,2
13.086,46.107,1
13.086,46.111,0
13.086,46.229,5
13.087,46.098,7
13.087,46.1,2
13.087,46.101,-2
13.087,46.108,2
13.087,46.227,4
13.087,46.371,-2
13.088,45.936,-2
13.088,46.097,-2
13.088,46.101,-3
13.088,46.205,-1
13.088,46.23,-5
13.089,46.099,2
13.089,46.101,52
13.09,46.1,3
13.09,46.229,1
13.091,46.098,-2
13.091,46.1,0
13.091,46.102,-1
13.091,46.196,0
13.091,46.371,1
13.092,45.669,0
13.092,46.099,3
13.092,46.1,-1
13.092,46.168,2
13.092,46.373,-10
13.093,45.652,2
13.093,46.099,-2
13.093,46.104,3
13.093,46.267,-28
13.093,46.268,3
13.094,45.652,25
13.094,45.668,-5
13.094,45.669,-2
13.094,45.67,0
13.094,46.022,1
13.094,46.099,1
13.094,46.114,-66
13.094,46.268,-6
13.094,46.269,-2
13.095,45.67,2
13.095,46.099,3
13.095,46.1,81
13.095,46.269,-1
13.096,45.668,19
13.096,46.099,3
13.096,46.374,-104
13.097,45.65,0
13.097,45.651,20
13.097,45.655,2
13.097,46.098,1
13.097,46.258,2
13.098,45.652,-1
13.098,45.653,2
13.098,45.656,1
13.098,45.834,-1
13.098,45.836,-17
13.098,45.838,-1
13.098,45.841,-1
13.099,45.656,0
13.099,45.657,2
13.099,45.658,4
13.099,45.837,-104
13.099,46.099,48
13.099,46.212,-1
13.099,46.253,2
13.099,46.276,1
13.099,46.277,0
13.1,45.649,20
13.1,45.65,52
13.1,45.661,25
13.1,45.667,0
13.1,45.836,-1
13.1,46.215,1
13.1,46.283,1
13.101,45.66,1
13.101,45.666,-1
13.101,45.674,26
13.101,45.677,-1
13.101,46.016,0
13.101,46.214,2
13.101,46.316,-17
13.103,45.655,12
13.103,45.661,6
13.103,45.665,0
13.103,45.673,2
13.103,46.216,-1
13.103,46.259,1
13.104,45.655,12
13.104,45.658,12
13.104,45.666,3
13.104,45.668,-1
13.104,45.669,-70
13.104,46.206,0
13.104,46.289,2
13.105,45.661,12
13.105,45.665,0
13.105,45.668,3
13.105,45.669,0
13.105,46.283,7
13.106,45.661,24
13.106,45.666,1
13.106,46.014,39
13.106,46.315,-104
13.107,45.665,0
13.107,45.667,-11
13.107,45.668,16
13.107,45.671,-2
13.107,46.015,-1
13.107,46.016,-17
13.107,46.261,0
13.107,46.262,1
13.107,46.266,1
13.107,46.272,0
13.107,46.282,1
13.107,46.283,-2
13.107,46.313,14
13.108,45.662,10
13.108,45.666,1
13.108,45.667,-40
13.108,45.668,0
13.108,45.671,-1
13.108,45.682,0
13.108,45.862,8
13.108,45.962,2
13.108,46.015,1
13.108,46.016,-104
13.108,46.149,0
13.108,46.206,-104
13.108,46.263,48
13.108,46.264,-1
13.108,46.265,4
13.108,46.272,5
13.108,46.276,0
13.108,46.283,-1
13.108,46.316,-2
13.109,45.666,24
13.109,45.667,0
13.109,45.671,6
13.109,45.672,16
13.109,45.681,25
13.109,45.682,3
13.109,45.685,-5
13.109,46.011,4
13.109,46.099,9
13.109,46.261,48
13.109,46.262,1
13.109,46.275,17
13.109,46.277,1
13.109,46.278,1
13.109,46.279,8
13.109,46.282,7
13.11,45.665,8
13.11,45.669,-2
13.11,45.68,-3
13.11,45.681,14
13.11,45.684,1
13.11,46.152,2
13.11,46.25,10
13.11,46.258,1
13.11,46.279,0
13.11,46.284,-100
13.111,45.666,1
13.111,45.676,0
13.111,45.831,21
13.111,45.84,3
13.111,45.868,-1
13.111,46.206,1
13.111,46.281,1
13.112,45.67,0
13.112,45.679,5
13.112,45.68,1
13.112,45.681,0
13.112,46.205,-1
13.112,46.266,7
13.112,46.287,6
13.113,45.673,0
13.113,45.68,-1
13.113,45.681,8
13.113,45.961,5
13.113,46.266,36
13.113,46.267,4
13.113,46.281,1
13.114,45.674,0
13.114,45.682,48
13.114,45.833,8
13.114,45.851,8
13.114,46.102,0
13.115,45.674,0
13.115,45.675,2
13.115,45.68,0
13.115,45.93,-104
13.115,46.27,0
13.115,46.281,5
13.115,46.291,1
13.115,46.293,0
13.115,46.294,2
13.116,45.674,0
13.116,45.934,1
13.116,46.006,0
13.116,46.097,-1
13.116,46.252,0
13.116,46.276,-29
13.116,46.287,0
13.116,46.293,3
13.116,46.53,-104
13.116,46.531,-36
13.116,46.532,1
13.116,46.533,1
13.117,45.672,1
13.117,45.673,0
13.117,45.687,9
13.117,45.884,3
13.117,46.008,8
13.117,46.009,2
13.117,46.117,-104
13.117,46.53,0
13.117,46.531,1
13.118,45.684,11
13.118,45.687,12
13.118,45.929,-2
13.118,46.009,3
13.119,46.009,-2
13.119,46.203,1
13.119,46.206,-17
13.12,45.683,0
13.12,45.931,31
13.12,46.203,1
13.12,46.297,-104
13.121,45.875,-2
13.121,46.011,0
13.121,46.115,4
13.121,46.198,1
13.121,46.237,-84
13.121,46.268,9
13.121,46.282,-1
13.121,46.538,7
13.122,45.683,1
13.122,45.818,0
13.122,46.209,-1
13.122,46.268,35
13.122,46.269,-3
13.122,46.288,-2
13.122,46.292,2
13.123,45.683,-1
13.123,45.685,1
13.123,45.933,-1
13.123,46.12,-2
13.123,46.204,1
13.123,46.285,1
13.124,45.686,0
13.124,45.689,0
13.124,46.012,1
13.124,46.204,1
13.124,46.206,-72
13.124,46.207,-41
13.124,46.223,-104
13.124,46.284,-30
13.125,45.684,-1
13.125,45.686,0
13.125,45.816,-17
13.125,46.012,15
13.125,46.013,-11
13.125,46.094,1
13.125,46.095,13
13.125,46.206,33
13.125,46.207,-4
13.125,46.208,1
13.125,46.209,-104
13.125,46.279,1
13.126,45.682,37
13.126,45.686,3
13.126,46.012,1
